timeframe,player_id,x,y,vx,vy
35,5,18.90948233,24.07402321,-0.01561109,0.12646823
36,5,18.96488433,24.20538546,0.055402,0.13136225
37,5,19.06453794,24.31340189,0.09965361,0.10801643
38,5,19.20749732,24.43140582,0.14295938,0.11800393
39,5,19.31328417,24.61463477,0.10578685,0.18322895
40,5,19.4316243,24.79563608,0.11834013,0.18100131
41,5,19.5726262,24.94493709,0.1410019,0.14930101
42,5,19.72532483,25.02006315,0.15269863,0.07512606
43,5,19.870174,25.06206659,0.14484917,0.04200344
44,5,20.00222341,25.08045739,0.13204941,0.0183908
45,5,20.12583255,25.05285052,0.12360914,-0.02760687
46,5,20.25182572,24.99196602,0.12599317,-0.0608845
47,5,20.33047929,24.99959064,0.07865357,0.00762462
48,5,20.36850345,24.9679828,0.03802416,-0.03160784
49,5,20.37392943,24.9040798,0.00542598,-0.063903
50,5,20.36687308,24.83398992,-0.00705635,-0.07008988
51,5,20.3468139,24.7608656,-0.02005918,-0.07312432
52,5,20.30808479,24.69773758,-0.03872911,-0.06312802
53,5,20.3066509,24.59638853,-0.00143389,-0.10134905
54,5,20.35210625,24.43941981,0.04545535,-0.15696872
55,5,20.44331032,24.22363197,0.09120407,-0.21578784
56,5,20.49075791,24.02546906,0.04744759,-0.19816291
57,5,20.47276561,23.82601186,-0.0179923,-0.1994572
58,5,20.47079047,23.52489844,-0.00197514,-0.30111342
59,5,20.52621155,23.05504759,0.05542108,-0.46985085
60,5,20.58457455,22.28038656,0.058363,-0.77466103
61,5,20.59436615,21.3365079,0.0097916,-0.94387866
62,5,20.5328546,20.4598945,-0.06151155,-0.8766134
63,5,20.42363057,19.70228172,-0.10922403,-0.75761278
64,5,20.27166681,19.05908734,-0.15196376,-0.64319438
65,5,20.1284524,18.54462366,-0.14321441,-0.51446368
66,5,19.99443966,18.12414785,-0.13401274,-0.42047581
67,5,19.91694813,17.80400215,-0.07749153,-0.3201457
68,5,19.87721345,17.53334544,-0.03973468,-0.27065671
69,5,19.85128113,17.29686648,-0.02593232,-0.23647896
70,5,19.85290403,17.09179298,0.0016229,-0.2050735
71,5,19.76313814,17.73699751,-0.08976589,0.64520453
72,5,19.6568936,17.9366227,-0.10624454,0.19962519
73,5,19.55209766,17.91913525,-0.10479594,-0.01748745
74,5,19.46893741,17.77966766,-0.08316025,-0.13946759
75,5,19.4135311,17.57571691,-0.05540631,-0.20395075
76,5,19.36966882,17.33712892,-0.04386228,-0.23858799
77,5,19.33103176,17.06615563,-0.03863706,-0.27097329
78,5,19.30968104,16.79139979,-0.02135072,-0.27475584
79,5,19.30154232,16.51544195,-0.00813872,-0.27595784
80,5,19.36099004,15.73900781,0.05944772,-0.77643414
81,5,19.40394667,15.30279705,0.04295663,-0.43621076
82,5,19.34558406,15.21055359,-0.05836261,-0.09224346
83,5,19.00771256,14.36155742,-0.3378715,-0.84899617
84,5,18.80462141,13.78540767,-0.20309115,-0.57614975
85,5,18.61090163,13.38456765,-0.19371978,-0.40084002
86,5,18.3898237,13.12317698,-0.22107793,-0.26139067
87,5,18.14286797,12.96068698,-0.24695573,-0.16249
88,5,17.88196548,12.86670129,-0.26090249,-0.09398569
89,5,17.63216321,12.83245967,-0.24980227,-0.03424162
90,5,17.39146629,12.84852408,-0.24069692,0.01606441
91,5,17.17292801,12.89641435,-0.21853828,0.04789027
92,5,16.92418663,13.03785472,-0.24874138,0.14144037
93,5,16.76700739,13.11614159,-0.15717924,0.07828687
94,5,16.43974194,13.3197791,-0.32726545,0.20363751
95,5,16.24588363,13.47741416,-0.19385831,0.15763506
96,5,16.05189667,13.62896302,-0.19398696,0.15154886
97,5,15.92494404,13.78168254,-0.12695263,0.15271952
98,5,15.78538541,13.92234377,-0.13955863,0.14066123
99,5,15.64138838,14.06079892,-0.14399703,0.13845515
100,5,16.14712236,14.99985117,0.50573398,0.93905225
101,5,16.40455509,15.63376832,0.25743273,0.63391715
102,5,16.53827679,16.05872213,0.1337217,0.42495381
103,5,16.26988314,17.05872213,-0.26839365,1
104,5,15.85574876,18.05872213,-0.41413438,1
105,5,15.43614353,19.05872213,-0.41960523,1
106,5,15.10848257,19.90174452,-0.32766096,0.84302239
107,5,14.90781296,20.31287878,-0.20066961,0.41113426
108,5,14.79256575,20.48117707,-0.11524721,0.16829829
109,5,14.73959272,20.56135224,-0.05297303,0.08017517
110,5,14.66547319,20.63236439,-0.07411953,0.07101215
111,5,14.45498692,20.74694017,-0.21048627,0.11457578
112,5,14.18462643,20.88291002,-0.27036049,0.13596985
113,5,13.90540705,21.02583366,-0.27921938,0.14292364
114,5,13.66274713,21.16307743,-0.24265992,0.13724377
115,5,14.01374481,21.12193384,0.35099768,-0.04114359
116,5,14.21688754,21.13352365,0.20314273,0.01158981
117,5,14.34582434,21.24383434,0.1289368,0.11031069
118,5,13.34582434,20.24383434,-1,-1
119,5,12.34582434,19.24383434,-1,-1
1,6,6,15,0,0
2,6,6,15,0,0
3,6,6,15,0,0
4,6,6,15,0,0
5,6,6,15,0,0
6,6,6,15,0,0
7,6,6,15,0,0
8,6,6,15,0,0
9,6,6,15,0,0
10,6,6,15,0,0
11,6,6,15,0,0
12,6,6,15,0,0
13,6,6,15,0,0
14,6,6,15,0,0
15,6,6,15,0,0
16,6,6,15,0,0
17,6,6,15,0,0
18,6,6,15,0,0
19,6,6,15,0,0
20,6,6,15,0,0
21,6,6,15,0,0
22,6,6,15,0,0
23,6,6,15,0,0
24,6,6,15,0,0
25,6,6,15,0,0
26,6,6,15,0,0
27,6,6,15,0,0
28,6,6,15,0,0
29,6,6,15,0,0
30,6,6,15,0,0
31,6,6,15,0,0
32,6,6,15,0,0
33,6,6,15,0,0
34,6,6,15,0,0
35,6,6,15,0,0
36,6,6,15,0,0
37,6,6,15,0,0
38,6,6,15,0,0
39,6,6,15,0,0
40,6,6,15,0,0
41,6,6,15,0,0
42,6,6,15,0,0
43,6,6,15,0,0
44,6,6,15,0,0
45,6,6,15,0,0
46,6,6,15,0,0
47,6,6,15,0,0
48,6,6,15,0,0
49,6,6,15,0,0
50,6,6,15,0,0
51,6,6,15,0,0
52,6,6,15,0,0
53,6,6,15,0,0
54,6,6,15,0,0
55,6,6,15,0,0
56,6,6,15,0,0
57,6,6,15,0,0
58,6,6,15,0,0
59,6,6,15,0,0
60,6,6,15,0,0
61,6,6,15,0,0
62,6,6,15,0,0
63,6,6,15,0,0
64,6,6,15,0,0
65,6,6,15,0,0
66,6,6,15,0,0
67,6,6,15,0,0
68,6,6,15,0,0
69,6,6,15,0,0
70,6,6,15,0,0
71,6,6,15,0,0
72,6,6,15,0,0
73,6,6,15,0,0
74,6,6,15,0,0
75,6,6,15,0,0
76,6,6,15,0,0
77,6,6,15,0,0
78,6,6,15,0,0
79,6,6,15,0,0
80,6,6,15,0,0
81,6,6,15,0,0
82,6,6,15,0,0
83,6,6,15,0,0
84,6,6,15,0,0
85,6,6,15,0,0
86,6,6,15,0,0
87,6,6,15,0,0
88,6,6,15,0,0
89,6,6,15,0,0
90,6,6,15,0,0
91,6,6,15,0,0
92,6,6,15,0,0
93,6,6,15,0,0
94,6,6,15,0,0
95,6,6,15,0,0
96,6,6,15,0,0
97,6,6,15,0,0
98,6,6,15,0,0
99,6,6,15,0,0
100,6,6,15,0,0
101,6,6,15,0,0
102,6,6,15,0,0
103,6,6,15,0,0
104,6,6,15,0,0
105,6,6,15,0,0
106,6,6,15,0,0
107,6,6,15,0,0
108,6,6,15,0,0
109,6,6,15,0,0
110,6,6,15,0,0
111,6,6,15,0,0
112,6,6,15,0,0
113,6,6,15,0,0
114,6,6,15,0,0
115,6,6,15,0,0
116,6,6,15,0,0
117,6,6,15,0,0
118,6,6,15,0,0
119,6,6,15,0,0
